customerID,churn_probability,risk_segment
8805-JNRAZ,0.4552264,medium
5948-UJZLF,0.4552264,medium
2189-WWOEW,0.45519695,medium
7048-GXDAY,0.45514306,medium
0256-LTHVJ,0.45511392,medium
1320-REHCS,0.4550248,medium
6599-RCLCJ,0.45500585,medium
3398-ZOUAA,0.45456594,medium
1587-FKLZB,0.45446756,medium
0869-PAPRP,0.45431733,medium
6988-CJEYV,0.4542682,medium
5153-RTHKF,0.45420754,medium
1226-UDFZR,0.45417702,medium
5493-SDRDQ,0.4538343,medium
2823-LKABH,0.45353222,medium
9450-TRJUU,0.4534659,medium
8990-ZXLSU,0.4533876,medium
7978-DKUQH,0.45332643,medium
9108-EJFJP,0.45326695,medium
6284-AHOOQ,0.45322308,medium
6394-MFYNG,0.45304367,medium
0621-TWIEM,0.45288855,medium
2694-CIUMO,0.4527488,medium
5536-RTPWK,0.45268685,medium
1754-GKYPY,0.45198363,medium
0107-WESLM,0.45162678,medium
5215-LNLDJ,0.45152736,medium
8785-CJSHH,0.4514857,medium
3323-CPBWR,0.4513345,medium
0581-MDMPW,0.4509336,medium
5916-QEWPT,0.45086303,medium
2831-EBWRN,0.4505493,medium
7018-WBJNK,0.45021826,medium
4902-OHLSK,0.45018825,medium
5028-HTLJB,0.44990787,medium
8378-LKJAF,0.44964242,medium
9167-APMXZ,0.44957137,medium
4299-SIMNS,0.44898522,medium
4840-ORQXB,0.44862005,medium
3096-JRDSO,0.44837463,medium
3071-VBYPO,0.4483098,medium
0082-OQIQY,0.4479995,medium
9971-ZWPBF,0.44799435,medium
7529-ZDFXI,0.44795406,medium
7979-CORPM,0.44792148,medium
6833-JMZYP,0.4472622,medium
9053-EJUNL,0.4469239,medium
5144-TVGLP,0.44675073,medium
2309-OSFEU,0.44646463,medium
4220-TINQT,0.44622096,medium
8058-DMYRU,0.4461289,medium
3956-MGXOG,0.4458742,medium
8189-XRIKE,0.44559798,medium
8757-TFHHJ,0.44521767,medium
9732-EQMWY,0.44489637,medium
1902-XBTFB,0.44486672,medium
3597-MVHJT,0.44473115,medium
8623-TMRBY,0.44469354,medium
2739-CACDQ,0.44421253,medium
9048-JVYVF,0.44377178,medium
6710-HSJRD,0.44374186,medium
0682-USIXD,0.44364697,medium
8614-VGMMV,0.44335654,medium
9508-ILZDG,0.44333816,medium
5439-WIKXB,0.44302487,medium
9638-JIQYA,0.4428948,medium
0320-JDNQG,0.44279557,medium
3588-WSTTJ,0.44277674,medium
3144-AUDBS,0.44274202,medium
6034-YMTOB,0.44245067,medium
7734-DBOAI,0.44236648,medium
2519-FAKOD,0.44235528,medium
5208-HFSBT,0.44223225,medium
6844-DZKRF,0.44222042,medium
7599-FKVXZ,0.44220608,medium
6656-JWRQX,0.4420625,medium
2049-BAFNW,0.4420625,medium
8878-HMWBV,0.44204727,medium
7579-OOPEC,0.44199792,medium
2480-SQIOB,0.44188648,medium
8778-LMWTJ,0.441841,medium
6413-XKKPU,0.4418048,medium
8640-SDGKB,0.4414135,medium
1608-GMEWB,0.4413272,medium
6923-EFPNL,0.4410009,medium
0322-YINQP,0.440851,medium
0623-GDISB,0.440851,medium
3791-LGQCY,0.4407982,medium
0650-BWOZN,0.4403699,medium
2311-QYMUQ,0.4402458,medium
0032-PGELS,0.44010833,medium
1794-HBQTJ,0.44009838,medium
8429-XIBUM,0.4397497,medium
0265-PSUAE,0.43974772,medium
3174-RKMOW,0.4393142,medium
1816-FLZDK,0.439304,medium
9600-UDOPK,0.43879366,medium
4547-LYTDD,0.4385295,medium
7562-UXTPG,0.43818507,medium
3757-NJYBX,0.43818498,medium
3005-TYFRD,0.43787146,medium
8543-MSDMF,0.43780646,medium
5175-WLYXL,0.43774813,medium
0212-ISBBF,0.43770355,medium
1307-ATKGB,0.43748826,medium
3620-MWJNE,0.43744528,medium
3415-TAILE,0.4373232,medium
7055-HNEOJ,0.43704215,medium
5453-AXEPF,0.43687862,medium
6402-ZFPPI,0.43678373,medium
5896-NPFWW,0.4362658,medium
2585-KTFRE,0.43619996,medium
3571-RFHAR,0.43562207,medium
7396-VJUZB,0.43547273,medium
9667-EQRXU,0.43510398,medium
2101-RANCD,0.43497393,medium
7580-UGXNC,0.43486848,medium
9278-VZKCD,0.43477526,medium
2108-YKQTY,0.4345214,medium
3269-ATYWD,0.4344068,medium
1580-BMCMR,0.43411502,medium
9779-DPNEJ,0.43400803,medium
2956-GGUCQ,0.433714,medium
0623-IIHUG,0.43353277,medium
3668-QPYBK,0.43346348,medium
3312-UUMZW,0.43334216,medium
3370-GQEAL,0.4332043,medium
6351-SCJKT,0.43303275,medium
8059-UDZFY,0.4329402,medium
7623-TRNQN,0.43275046,medium
2955-BJZHG,0.43240234,medium
3799-ISUZQ,0.43222672,medium
3524-WQDSG,0.43217325,medium
8160-HOWOX,0.43203056,medium
5543-QDCRY,0.43191013,medium
9168-INPSZ,0.43168664,medium
1101-SSWAG,0.43163985,medium
5356-CSVSQ,0.4314191,medium
8565-CLBZW,0.43132234,medium
3853-LYGAM,0.43131077,medium
9518-XXBXE,0.43110767,medium
2884-GBPFB,0.43106377,medium
5433-KYGHE,0.4305472,medium
4238-JSSWH,0.43051735,medium
1965-DDBWU,0.4303766,medium
7277-OZCGZ,0.43019235,medium
5651-YLPRD,0.42964882,medium
5035-BVCXS,0.42963728,medium
9743-DQKQW,0.4291017,medium
2452-KDRRH,0.42904022,medium
6078-VESFR,0.42885974,medium
6313-GIDIT,0.4286969,medium
7279-BUYWN,0.4286513,medium
2302-ANTDP,0.42860323,medium
5167-GBFRE,0.42855632,medium
1763-WQFUK,0.42849854,medium
5606-AMZBO,0.4284171,medium
5498-TXHLF,0.4282986,medium
0531-ZZJWQ,0.4281865,medium
5295-PCJOO,0.42816252,medium
0927-LCSMG,0.4279899,medium
2003-CKLOR,0.4279122,medium
9822-WMWVG,0.4274186,medium
4523-WXCEF,0.4269633,medium
3866-MDTUB,0.42673954,medium
4013-UBXWQ,0.42650163,medium
7460-ITWWP,0.4262224,medium
1323-OOEPC,0.4261917,medium
6987-XQSJT,0.42603418,medium
5207-PLSTK,0.42548785,medium
5222-IMUKT,0.4254066,medium
5759-RCVCB,0.42508125,medium
4797-AXPXK,0.4250343,medium
8104-OSKWT,0.424814,medium
4154-AQUGT,0.4245608,medium
9659-QEQSY,0.4242273,medium
0428-IKYCP,0.42411217,medium
6771-XWBDM,0.42410257,medium
3196-NVXLZ,0.42394957,medium
0177-PXBAT,0.42329016,medium
4329-YPDDQ,0.42295745,medium
4026-SKKHW,0.42242515,medium
6693-FRIRW,0.422332,medium
7181-OQCUT,0.42213807,medium
0541-FITGH,0.4218751,medium
1582-RAFML,0.42163292,medium
2911-WDXMV,0.4216138,medium
3167-SNQPL,0.42144728,medium
9058-MJLZC,0.42122346,medium
4704-ERYFC,0.4208522,medium
1230-QAJDW,0.42076507,medium
8019-ENHXU,0.42071044,medium
8535-SFUTN,0.42046136,medium
7813-ZGGAW,0.42014825,medium
3806-DXQOM,0.4201469,medium
7967-HYCDE,0.41963178,medium
4116-TZAQJ,0.41944575,medium
8849-AYPTR,0.41914254,medium
8802-UNOJF,0.41899005,medium
9564-KCLHR,0.4189267,medium
5666-CYCYZ,0.41881508,medium
7159-FVYPK,0.41874808,medium
6845-RGTYS,0.41855928,medium
8020-BWHYL,0.4185502,medium
7501-VTYLJ,0.4183201,medium
2626-URJFX,0.41797933,medium
2474-BRUCM,0.41787365,medium
4879-GZLFH,0.41784823,medium
5605-IYGFG,0.41753438,medium
2108-XWMPY,0.4174875,medium
3003-CMDUU,0.4170984,medium
2718-GAXQD,0.4168352,medium
3804-RVTGV,0.4166025,medium
9904-EHEVJ,0.41659448,medium
1891-FZYSA,0.4163962,medium
0601-WZHJF,0.41599092,medium
2587-EKXTS,0.4158025,medium
5960-MVTUK,0.41573521,medium
8800-ZKRFW,0.4157298,medium
3569-EDBPQ,0.41544735,medium
3703-KBKZP,0.41533816,medium
6128-AQBMT,0.41491485,medium
5461-QKNTN,0.41479418,medium
7246-ZGQDF,0.41472715,medium
3577-AMVUX,0.414644,medium
8695-WDYEA,0.41405237,medium
9944-AEXBM,0.41361868,medium
2187-PKZAY,0.41351646,medium
5122-CYFXA,0.41319847,medium
9898-KZQDZ,0.41314816,medium
2037-SGXHH,0.41274652,medium
0979-PHULV,0.41250145,medium
3137-LUPIX,0.4124954,medium
6994-KERXL,0.41246882,medium
3807-XHCJH,0.4121057,medium
9842-EFSYY,0.4121025,medium
5590-YRFJT,0.4119349,medium
0611-DFXKO,0.41176942,medium
9365-SRSZE,0.41171622,medium
7077-XJMET,0.41168186,medium
3761-FLYZI,0.41166523,medium
8468-EHYJA,0.41163746,medium
3923-CSIHK,0.41158524,medium
5813-UECBU,0.41156247,medium
4484-CGXFK,0.41144273,medium
1785-BPHTP,0.41138378,medium
0111-KLBQG,0.41121984,medium
0374-AACSZ,0.41115198,medium
7312-XSBAT,0.41115198,medium
3987-KQDDU,0.41080257,medium
0577-WHMEV,0.41067514,medium
5716-LIBJC,0.4106689,medium
3312-ZWLGF,0.4106079,medium
6172-FECYY,0.41042438,medium
2074-GUHPQ,0.41040567,medium
2507-QZPQS,0.41034454,medium
2373-NTKOD,0.41033876,medium
4989-LIXVT,0.41026023,medium
2181-UAESM,0.41001633,medium
8016-NCFVO,0.40993637,medium
6233-HXJMX,0.4098577,medium
7503-QQRVF,0.4097591,medium
2043-WVTQJ,0.40971604,medium
6022-KOUQO,0.40942687,medium
0475-RIJEP,0.40926027,medium
8267-KFGYD,0.40894234,medium
2208-UGTGR,0.40890998,medium
7852-LECYP,0.4086917,medium
5281-BUZGT,0.4082628,medium
8601-QACRS,0.40774167,medium
5143-EGQFK,0.40750676,medium
6080-TCMYC,0.4073258,medium
0637-UBJRP,0.40687308,medium
2067-QYTCF,0.40684924,medium
0778-NELLA,0.40671092,medium
7562-GSUHK,0.4066456,medium
5141-ZUVBH,0.40647444,medium
8456-QDAVC,0.40638378,medium
5982-FPVQN,0.40618393,medium
4176-FXYBO,0.40617245,medium
3208-YPIOE,0.40614834,medium
8286-AFUYI,0.4061376,medium
3540-RZJYU,0.40606713,medium
2979-SXESE,0.40597776,medium
7389-KBFIT,0.40543777,medium
7641-EUYET,0.40539968,medium
3096-IZETN,0.40525204,medium
7774-OJSXI,0.4050536,medium
9169-BSVIN,0.40479547,medium
8313-KTIHG,0.4047316,medium
5922-ABDVO,0.4046925,medium
6168-YBYNP,0.4045191,medium
5712-AHQNN,0.40427992,medium
7395-IGJOS,0.40411547,medium
8128-YVJRG,0.4038158,medium
7483-IQWIB,0.40379232,medium
6646-JPPHA,0.40378806,medium
4430-UZIPO,0.40351418,medium
7339-POGZN,0.4034394,medium
3969-GYXEL,0.40317285,medium
5701-SVCWR,0.40317038,medium
9620-ENEJV,0.40296346,medium
7853-GVUDZ,0.40267247,medium
3452-ABWRL,0.40254593,medium
4581-LNWUM,0.40201345,medium
9537-VHDTA,0.40196592,medium
1346-UFHAX,0.40192434,medium
2719-BDAQO,0.40150428,medium
3331-HQDTW,0.40140998,medium
1597-FZREH,0.40113968,medium
8903-WMRNW,0.40088436,medium
9722-UJOJR,0.4008093,medium
5099-BAILX,0.40071574,medium
3234-VKACU,0.40069288,medium
6652-YFFJO,0.4006511,medium
7576-JMYWV,0.4003313,medium
9281-OFDMF,0.4001974,medium
7296-PIXQY,0.4000636,medium
5119-KEPFY,0.3995943,low
1928-BXYIV,0.39915076,low
4897-QSUYC,0.3988964,low
4800-VHZKI,0.3988964,low
9526-JAWYF,0.39881244,low
4781-ZXYGU,0.39871213,low
4625-EWPTF,0.3983848,low
1194-HVAIF,0.3978669,low
0807-ZABDG,0.39778915,low
6834-NXDCA,0.39766008,low
1750-CSKKM,0.39751253,low
8167-GJLRN,0.3974216,low
1452-KIOVK,0.39742088,low
0596-BQCEQ,0.39737663,low
0310-MVLET,0.397331,low
3932-IJWDZ,0.39728916,low
9026-LHEVG,0.39718148,low
4718-DHSMV,0.39715073,low
2070-XYMFH,0.39709014,low
4947-DSMXK,0.3964709,low
5373-SFODM,0.3964553,low
5482-VXSXJ,0.39635822,low
2947-DOMLJ,0.39600947,low
1791-PQHBB,0.3959281,low
6481-ESCNL,0.395796,low
9210-IAHGH,0.39576292,low
2720-FVBQP,0.395734,low
5143-WMWOG,0.3956365,low
7682-AZNDK,0.39547646,low
0666-UXTJO,0.3954291,low
3955-JBZZM,0.39535412,low
2573-GYRUU,0.3948295,low
4361-BKAXE,0.39477324,low
5950-AAAGJ,0.39475277,low
8647-SDTWQ,0.3944074,low
1240-KNSEZ,0.3942192,low
1000-AJSLD,0.3942192,low
4661-NJEUX,0.3942192,low
2369-FEVNO,0.3942192,low
2657-ALMWY,0.39392942,low
8645-KWHJO,0.3936892,low
9940-HPQPG,0.39358944,low
0311-UNPFF,0.39353323,low
6017-PPLPX,0.3931542,low
8327-LZKAS,0.3927337,low
5389-FFVKB,0.3926936,low
4465-VDKIQ,0.39268243,low
8993-IZEUX,0.3926759,low
7855-DIWPO,0.39241433,low
0407-BDJKB,0.39233917,low
8212-CRQXP,0.3923007,low
7895-VONWT,0.392225,low
6259-WJQLC,0.39173716,low
1862-SKORY,0.39158663,low
0564-MUUQK,0.39151865,low
4828-FAZPK,0.3915084,low
9708-HPXWZ,0.39118782,low
3945-GFWQL,0.39100698,low
6599-SFQVE,0.39090636,low
9137-UIYPG,0.3906683,low
4143-HHPMK,0.3902791,low
2632-UCGVD,0.39025873,low
8329-UTMVM,0.39021537,low
2195-ZRVAX,0.39014277,low
6242-MBHPK,0.38994372,low
2080-SRCDE,0.38967723,low
9495-SKLKD,0.38962936,low
9079-YEXQJ,0.38952616,low
7733-UDMTP,0.38935572,low
6921-OZMFH,0.38932267,low
9112-WSNPU,0.3891239,low
1818-ESQMW,0.3887871,low
2974-GGUXS,0.3886473,low
0823-HSCDJ,0.38848874,low
7268-IGMFD,0.3880249,low
2916-BQZLN,0.38777557,low
9206-GVPEQ,0.38736767,low
2523-EWWZL,0.3870724,low
7839-QRKXN,0.38661748,low
2955-PSXOE,0.38661748,low
2672-TGEFF,0.38647428,low
2874-YXVVA,0.3864617,low
1597-LHYNC,0.38640636,low
6543-CPZMK,0.38575295,low
4948-WBBKL,0.3856666,low
2273-QCKXA,0.3854118,low
4001-TSBTV,0.38513836,low
1689-MRZQR,0.38487205,low
3692-JHONH,0.38460636,low
3755-JBMNH,0.3845832,low
8563-OYMQY,0.38452753,low
8544-GOQSH,0.38438916,low
5016-IBERQ,0.38431555,low
6173-GOLSU,0.3840019,low
7993-PYKOF,0.38369644,low
1427-VERSM,0.3834996,low
7963-GQRMY,0.38330066,low
7627-JKIAZ,0.38290107,low
2322-VCZHZ,0.38275084,low
7880-XSOJX,0.38268185,low
9003-CPATH,0.38267013,low
0585-EGDDA,0.38261175,low
3685-YLCMQ,0.38257378,low
4566-GOLUK,0.3822641,low
9103-CXVOK,0.38224006,low
7814-LEEVE,0.3821563,low
2480-JZOSN,0.3821563,low
5356-RHIPP,0.38199267,low
1493-AMTIE,0.38199267,low
8305-VHZBZ,0.38199267,low
5392-AKEMH,0.38156155,low
0867-MKZVY,0.3811768,low
9710-ZUSHQ,0.38088506,low
7924-GJZFI,0.38075477,low
8885-QSQBX,0.380614,low
4360-PNRQB,0.38024083,low
3082-VQXNH,0.38018945,low
4583-PARNH,0.3798768,low
5404-GGUKR,0.37982047,low
4248-QPAVC,0.37979215,low
7481-ATQQS,0.3794689,low
8676-OOQEJ,0.3794576,low
1213-NGCUN,0.37938264,low
7470-MCQTK,0.37875506,low
7739-LAXOG,0.3786552,low
9281-PKKZE,0.37863335,low
2607-FBDFF,0.37861386,low
3943-KDREE,0.37816525,low
4724-WXVWF,0.37786657,low
9369-XFEHK,0.37768105,low
6704-UTUKK,0.37762743,low
2883-ILGWO,0.3773043,low
5828-AVIPD,0.37723756,low
2360-RDGRO,0.37710568,low
6680-NENYN,0.37707797,low
2873-ZLIWT,0.3767232,low
4911-BANWH,0.37668714,low
8620-RJPZN,0.37665576,low
0463-ZSDNT,0.37636897,low
4566-QVRRW,0.37628523,low
9348-YVOMK,0.37615106,low
0537-QYZZN,0.3760749,low
6896-SRVYQ,0.37563294,low
1156-ZFYDO,0.3753407,low
8073-IJDCM,0.37526426,low
2876-VBBBL,0.37526426,low
4634-JLRJT,0.37526426,low
0670-KDOMA,0.37526426,low
4983-CLMLV,0.37518862,low
6173-ITPWD,0.37512094,low
6362-QHAFM,0.37499386,low
9408-HRXRK,0.37490025,low
1845-CSBRZ,0.3748646,low
5118-MUEYH,0.37481,low
1095-JUDTC,0.3746479,low
8450-JOVAH,0.37458655,low
4558-FANTW,0.37451926,low
3657-COGMW,0.3742344,low
6179-GJPSO,0.37421805,low
7658-UYUQS,0.37383977,low
6741-EGCBI,0.373526,low
4628-CTTLA,0.37348,low
4255-DDUOU,0.37310106,low
9286-DOJGF,0.37282506,low
0348-SDKOL,0.37248772,low
8840-DQLGN,0.3724846,low
6917-IAYHD,0.3724282,low
5088-QZLRL,0.3720779,low
7893-IXHRQ,0.3720779,low
9800-ONTFE,0.37200645,low
5998-VVEJY,0.3718017,low
9979-RGMZT,0.3715144,low
1271-SJBGZ,0.3713052,low
3932-CMDTD,0.37100327,low
2081-KJSQF,0.37069327,low
5996-DAOQL,0.37069327,low
8262-COGGB,0.37069327,low
4818-DRBQT,0.37069032,low
0701-RFGFI,0.3706557,low
0963-ZBDRN,0.37059346,low
5172-MIGPM,0.37033835,low
8552-OBVRU,0.36987624,low
5630-AHZIL,0.36978883,low
6729-GDNGC,0.3695646,low
5055-MGMGF,0.36954266,low
4660-IRIBM,0.3693553,low
2277-DJJDL,0.36915633,low
2187-LZGPL,0.36914977,low
0468-YRPXN,0.3690591,low
1453-RZFON,0.36888915,low
0786-VSSUD,0.36887264,low
2856-NNASM,0.36864918,low
2495-KZNFB,0.368542,low
7982-VCELR,0.36814758,low
0504-HHAPI,0.36795214,low
6711-VTNRE,0.36791515,low
6664-FPDAC,0.36755854,low
1910-FMXJM,0.36739838,low
8155-IBNHG,0.36714137,low
8450-UYIBU,0.36711982,low
9474-PHLYD,0.36707154,low
4061-UKJWL,0.36693648,low
5650-VDUDS,0.36686173,low
2971-SGAFL,0.3668109,low
2027-WKXMW,0.36583006,low
9812-GHVRI,0.3657508,low
6847-KJLTS,0.36569515,low
0141-YEAYS,0.36560723,low
8685-WHQPW,0.36559066,low
2465-BLLEU,0.3651175,low
2105-PHWON,0.36485863,low
7853-WNZSY,0.3644099,low
3737-XBQDD,0.364166,low
1216-BGTSP,0.36379898,low
3132-TVFDZ,0.36366582,low
0089-IIQKO,0.3636003,low
1472-TNCWL,0.36338723,low
5572-ZDXHY,0.36326844,low
3898-GUYTS,0.3632627,low
2675-OTVVJ,0.36298442,low
1216-JWVUX,0.3626044,low
1421-HCERK,0.36250332,low
3062-ICYZQ,0.36229718,low
2696-NARTR,0.3621821,low
5312-UXESG,0.361881,low
5868-YTYKS,0.36175057,low
4957-TREIR,0.3615686,low
0742-MOABM,0.3615218,low
8178-EYZUO,0.36145517,low
7421-ZLUPA,0.36143494,low
9272-LSVYH,0.36113384,low
9776-CLUJA,0.36094803,low
8123-QBNAZ,0.3607449,low
1728-CXQBE,0.36056262,low
0397-GZBBC,0.36049286,low
4588-YBNIB,0.3604471,low
4976-LNFVV,0.36033577,low
3161-GETRM,0.36011463,low
1482-OXZSY,0.35982245,low
7011-CVEUC,0.35979298,low
2203-GHNWN,0.3596612,low
5419-JKZNQ,0.35935268,low
5895-QSXOD,0.35917345,low
7243-LCGGZ,0.35897303,low
5624-BQSSA,0.35897303,low
7434-SHXLS,0.35897303,low
0426-TIRNE,0.35897303,low
7176-WIONM,0.35873243,low
2014-MKGMH,0.35823187,low
1564-HJUVY,0.35820946,low
6581-NQCBA,0.3580007,low
0064-YIJGF,0.35797498,low
6908-VVYHM,0.3578983,low
7547-EKNFS,0.3575588,low
3679-XASPY,0.35740936,low
8149-AIQCG,0.35714757,low
3589-PPVKW,0.35685745,low
2040-VZIKE,0.3568453,low
0363-QJVFX,0.3567413,low
4554-YGZIH,0.35651577,low
4248-HCETZ,0.35644093,low
9512-UIBFX,0.3564113,low
9170-CCKOU,0.35621926,low
1548-ARAGG,0.35602638,low
7989-CHGTL,0.35595375,low
7291-CDTMJ,0.35595375,low
4720-VSTSI,0.35563803,low
7975-TZMLR,0.35555863,low
5027-XWQHA,0.35552993,low
5016-ETTFF,0.35550535,low
8818-XYFCQ,0.3549531,low
5173-WXOQV,0.35490635,low
4360-QRAVE,0.35457468,low
2111-DWYHN,0.3544878,low
6728-WYQBC,0.3544878,low
2761-XECQW,0.35396332,low
0578-SKVMF,0.3536913,low
1548-FEHVL,0.35347185,low
3237-AJGEH,0.35344315,low
3669-LVWZB,0.3534283,low
6635-CPNUN,0.35342437,low
2782-LFZVW,0.35290083,low
1100-DDVRV,0.35285932,low
9819-FBNSV,0.3525878,low
7126-RBHSD,0.3522124,low
6862-CQUMB,0.35177144,low
3594-KADLU,0.3513894,low
0899-WZRSD,0.3512993,low
8755-IWJHN,0.35127115,low
5035-PGZXH,0.35102862,low
9445-SZLCH,0.3509737,low
7130-YXBRO,0.350883,low
0587-DMGBH,0.3508319,low
0481-SUMCB,0.35081133,low
3088-LHEFH,0.3504495,low
8988-ECPJR,0.35023445,low
4829-AUOAX,0.35010937,low
9921-QFQUL,0.34991395,low
5057-LCOUI,0.34990606,low
8677-HDZEE,0.34989613,low
8963-JLGJT,0.34975326,low
4088-YLDSU,0.34972304,low
2144-BFDSO,0.34968188,low
6133-OZILE,0.3495967,low
1550-EENBN,0.3495146,low
2625-TRCZQ,0.34935603,low
5419-KLXBN,0.34918028,low
0237-YFUTL,0.34908792,low
1074-AMIOH,0.34908074,low
2869-ADAWR,0.3490694,low
3976-BWUCK,0.34892216,low
4343-EJVQB,0.34892115,low
2027-CWDNU,0.34884968,low
4860-IJUDE,0.34849137,low
7821-DPRQE,0.34842905,low
9693-XMUOB,0.34835336,low
6257-RJOHI,0.34829667,low
2931-FSOHN,0.3482135,low
5301-GAUUY,0.34820622,low
9576-SYUHJ,0.34820116,low
7718-RXDGG,0.34815794,low
1442-BQPVU,0.34771237,low
1432-FPAXX,0.34769875,low
0422-UXFAP,0.3476799,low
3094-JOJAI,0.3476326,low
7853-OETYL,0.3475796,low
9158-VCTQB,0.3473656,low
9029-FEGVJ,0.3473294,low
1685-BQULA,0.3471048,low
6038-GCYEC,0.34704822,low
8782-LKFPK,0.3467293,low
4007-NHVHI,0.34671944,low
7129-CAKJW,0.34658134,low
7351-KYHQH,0.34648263,low
3055-MJDSB,0.346435,low
6637-KYRCV,0.34613925,low
6968-GMKPR,0.34594005,low
0730-KOAVE,0.3459046,low
8496-EJAUI,0.3459046,low
3211-ILJTT,0.3458339,low
9777-WJJPR,0.34552032,low
9572-MTILT,0.34517372,low
4013-GUXND,0.34507093,low
9962-BFPDU,0.3448739,low
3162-KKZXO,0.3448562,low
0486-HECZI,0.34482834,low
9681-KYGYB,0.34468493,low
9381-NDKME,0.3442452,low
6180-YBIQI,0.34423056,low
4238-HFHSN,0.34368578,low
7504-UWHNB,0.34335947,low
9574-RKJIF,0.34296626,low
2476-YGEFM,0.34263617,low
5046-NUHWD,0.34239584,low
7346-MEDWM,0.34231275,low
5175-AOBHI,0.34210363,low
3194-ORPIK,0.34208894,low
4098-NAUKP,0.3419697,low
0727-BMPLR,0.3419607,low
0096-BXERS,0.34193733,low
7617-EYGLW,0.34185496,low
3645-DEYGF,0.3417067,low
3503-TYDAY,0.3414555,low
5294-DMSFH,0.34141952,low
8152-UOBNY,0.3411926,low
1930-WNXSB,0.34098905,low
5697-GOMBF,0.34079024,low
1450-SKCVI,0.3407137,low
7271-AJDTL,0.3406212,low
3506-LCJDC,0.3404713,low
5515-IDEJJ,0.3404713,low
0178-SZBHO,0.34021297,low
9462-MJUAW,0.33979857,low
9699-UBQFS,0.33973342,low
3143-ILDAL,0.33956093,low
6692-YQHXC,0.3391854,low
0691-IFBQW,0.3391698,low
0295-QVKPB,0.33907762,low
7517-SAWMO,0.33879453,low
4950-BDEUX,0.3386602,low
1228-FZFRV,0.33865437,low
2700-LUEVA,0.33859253,low
2640-PMGFL,0.3384455,low
8566-YPRGL,0.33841085,low
1622-HSHSF,0.33841085,low
3656-TKRVZ,0.3382356,low
5073-WXOYN,0.33818883,low
8065-BVEPF,0.3380304,low
9552-TGUZV,0.3378699,low
6464-KEXXH,0.33766878,low
1173-NOEYG,0.33746076,low
7112-OPOTK,0.33745164,low
9412-GHEEC,0.3371705,low
2842-BCQGE,0.3370691,low
7743-EXURX,0.33701304,low
2075-RMJIK,0.33695287,low
2122-YWVYA,0.3368645,low
2478-EEWWM,0.33658725,low
4570-QHXHL,0.33656767,low
7248-VZQLC,0.3363613,low
5628-RKIFK,0.33610517,low
4191-XOVOM,0.33608556,low
6654-QGBZZ,0.3353613,low
2654-VBVPB,0.3353613,low
3900-AQPHZ,0.3353613,low
7878-RTCZG,0.3353613,low
8974-OVACP,0.3353613,low
5394-SVGJV,0.33524325,low
1552-AAGRX,0.33485484,low
5609-IMCGG,0.3347392,low
9909-IDLEK,0.33467475,low
8919-FYFQZ,0.33453402,low
0013-MHZWF,0.33444014,low
2460-FPSYH,0.3343104,low
5906-BFOZT,0.3340487,low
2812-SFXMJ,0.33392477,low
9919-YLNNG,0.33368346,low
9793-WECQC,0.33361495,low
1307-TVUFB,0.33328456,low
6075-SLNIL,0.3330805,low
1228-ZLNBX,0.33286732,low
6439-GTPCA,0.33272532,low
7587-AOVVU,0.3322789,low
2041-JIJCI,0.3318294,low
1725-MIMXW,0.33171353,low
3207-OYBWH,0.3314501,low
1066-JKSGK,0.33101875,low
7698-YFGEZ,0.33101875,low
3030-ZKIWL,0.33101875,low
3148-BLQJT,0.33101875,low
4877-EVATK,0.33101875,low
7096-UCLNH,0.33101875,low
8749-CLJXC,0.33101875,low
1934-SJVJK,0.33101875,low
6286-SUUWT,0.33101875,low
1349-WXNGG,0.33101875,low
1591-NFNLQ,0.3308839,low
9626-WEQRM,0.33049875,low
5839-SUYVZ,0.33036947,low
4657-FWVFY,0.3303347,low
0376-OIWME,0.32974958,low
7798-JVXYM,0.32926738,low
8807-ARQET,0.3292254,low
3023-GFLBR,0.32909504,low
1899-VXWXM,0.32906035,low
4188-FRABG,0.3290157,low
2542-HYGIQ,0.3289736,low
1842-EZJMK,0.32894072,low
0129-KPTWJ,0.32882506,low
2674-MLXMN,0.32877392,low
2811-POVEX,0.32865873,low
6538-POCHL,0.32819253,low
2806-MLNTI,0.32814193,low
2921-XWDJH,0.32810614,low
9356-AXGMP,0.3278937,low
2359-KLTEK,0.3278248,low
3445-HXXGF,0.32758376,low
0929-HYQEW,0.3274572,low
6227-HWPWX,0.32744077,low
3733-LSYCE,0.32738894,low
8229-TNIQA,0.32715365,low
5804-HYIEZ,0.32706827,low
7758-XKCBS,0.32698354,low
2669-OIDSD,0.32684612,low
5816-QVHRX,0.3265835,low
4257-GAESD,0.32652903,low
7927-AUXBZ,0.32652694,low
2683-BPJSO,0.32570446,low
4526-ZJJTM,0.32558838,low
1784-EZDKJ,0.32521397,low
6234-PFPXL,0.32514486,low
4480-MBMLB,0.32493627,low
4958-GZWIY,0.32474935,low
4183-WCSEP,0.32470325,low
8740-XLHDR,0.3242768,low
9470-XCCEM,0.32417026,low
2386-OWURY,0.32384315,low
0599-XNYDO,0.3238009,low
5977-CKHON,0.3237494,low
1261-FWTTE,0.32366487,low
0734-OXWBT,0.32273296,low
5671-UUNXD,0.32271618,low
1061-PNTHC,0.3226994,low
4282-ACRXS,0.32257077,low
0843-WTBXE,0.32235193,low
