gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,AvgCharges,ChargeDifference,ServiceCoverageRatio,CustomerValue,ContractRisk,EarlyLifecycle,SupportGap,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,1,1,0.7105753302360499,1,1,1,1,1,0,1,1,0.49992366155956847,0.7648645820564837,0.6519861866955485,-0.5512113762815466,0.8333333333333334,0.7482470738812329,1,0,0,False,True,False,False,False,False,False
1,1,1,1,-0.3489090259683637,1,0,0,1,0,1,1,1,1.047987800847113,-0.016871667971999203,1.0210685355614861,0.03921715356078555,0.5,0.006892090522533882,0,0,1,False,False,True,False,False,True,False
0,0,0,0,0.09933435550273437,1,0,0,0,0,0,0,0,-1.4747680402976753,-0.6802542583334853,-1.2562034813588223,-0.679639962987004,0.0,-0.695268251515771,1,0,1,False,False,False,True,False,False,False
1,1,0,0,-1.2861451872261143,1,0,0,0,0,1,1,1,0.8071717396450101,-0.9723807996652815,-0.48049949725756796,4.408829994816581,0.3333333333333333,-0.9731499004730426,2,1,1,False,False,True,False,False,True,False
1,0,0,1,-1.163896992279451,1,0,0,1,1,1,1,1,1.0994726139317004,-0.8374585066174984,0.6520246837018872,1.4899494256149628,0.6666666666666666,-0.8398177367894127,2,1,0,False,False,True,False,False,False,False
0,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,-1.5245920529601795,-1.003232737684677,-1.6290576813568705,0.43933336641763643,0.0,-1.0040305269678986,2,1,1,False,False,False,True,False,False,True
0,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,1,-0.49323499084634564,-0.9895866881760982,-1.1210415614667946,2.195072259747939,0.0,-0.9903717883259431,2,1,1,False,True,False,False,False,True,False
0,0,1,0,0.5883271352893868,1,0,1,0,0,0,0,1,0.461725251851649,0.5926518767445169,0.5469515160171614,-0.31825901301118553,0.16666666666666666,0.6188299753799993,1,0,1,False,True,True,False,False,True,False
1,0,1,1,-1.163896992279451,1,0,0,0,0,0,0,0,-1.4830720424080928,-0.9780721472058965,-1.4418852365406878,-0.06618372557504952,0.0,-0.9766250706911248,2,1,1,False,False,False,True,False,False,True
1,0,0,0,-0.022913839443928746,1,0,1,0,0,0,0,1,-0.35871015665758454,-0.24709656443154704,-0.21658793661004203,-0.4727632645487611,0.16666666666666666,-0.24947869467977404,2,0,1,False,True,False,False,False,True,False
0,0,0,0,-1.2861451872261143,1,0,1,0,0,0,0,0,-0.3553885558134178,-0.9877628200453219,-1.053142466537847,2.4297362342188165,0.16666666666666666,-0.9885462242240391,2,1,1,False,True,False,False,False,True,False
0,0,0,0,-1.2046463905950056,1,0,0,0,0,0,0,1,0.3969540353903936,-0.9112482558120352,-0.0731049276838836,1.6041714083694636,0.0,-0.9108827682743696,2,1,1,False,True,True,False,False,True,False
0,0,0,0,0.832823525182713,1,0,0,0,0,0,0,0,-1.3601728111739162,-0.4394597164413668,-1.1526429697715208,-0.6473880646661521,0.0,-0.45172040452322143,1,0,1,False,True,False,True,False,False,False
1,0,1,1,-1.2046463905950056,1,0,0,0,0,0,0,0,-0.6875486402301114,-0.9525160190602008,-0.8412645679041437,0.5665608224560638,0.0,-0.9539704800289441,2,1,1,False,False,False,False,False,False,True
1,1,0,0,0.3030813470805062,1,1,1,0,0,0,0,1,0.4716900543841497,0.4096058342220359,0.6394065856610212,-0.603862815126718,0.3333333333333333,0.38115472616104407,2,0,0,False,False,True,False,True,False,False
0,0,1,0,-1.163896992279451,1,0,0,1,0,1,0,0,0.019952339577445983,-0.9017114031764102,-0.304779911826991,1.121272530783609,0.3333333333333333,-0.897004082150257,2,1,1,False,True,False,False,False,True,False
1,0,0,0,1.0365705167604848,1,1,1,1,1,0,0,1,-0.0032988663317221967,0.6564213383771987,0.16346733240958156,-0.576186124492479,0.6666666666666666,0.6434201038851624,0,0,0,False,False,False,False,True,False,False
1,0,1,1,0.9550717201293761,1,0,0,0,0,0,0,0,-1.4930368449405937,-0.53254291405544,-1.3157545229762067,-0.5360275285295925,0.0,-0.5185184548543308,0,0,1,False,False,False,True,False,False,True
1,0,1,1,-0.3489090259683637,1,1,0,1,0,1,1,0,0.45176044931914777,-0.2000495563834519,0.4755197593420112,-0.10531323649886898,0.6666666666666666,-0.18261466010401775,0,0,0,False,True,False,False,True,False,False
1,0,0,0,0.5883271352893868,0,1,0,1,1,0,0,0,-0.767267060490118,-0.18748024830147603,-0.6631657872797712,-0.3203794706118273,0.5,-0.14614736756237165,0,0,0,True,False,False,False,False,False,True
1,0,0,0,1.4848138982315828,1,0,1,1,1,1,1,1,1.5113511186084008,2.264941183832854,1.5435947270976522,-0.18904909740644565,0.8333333333333334,2.341546634627217,0,0,0,False,True,True,False,False,False,False
0,0,1,1,1.158818711707148,1,1,1,1,1,0,0,1,0.10133156025953603,0.815866966773732,0.2530904521904724,-0.5296929564556927,0.6666666666666666,0.8135934708301055,0,0,0,False,False,False,False,False,False,False
1,0,0,0,-1.2861451872261143,1,0,0,0,1,0,0,1,-0.47164458535926057,-0.9893010220833259,-1.110406763465875,2.23182685815904,0.16666666666666666,-0.9900858565991388,2,1,0,False,False,False,False,False,True,False
0,0,1,1,1.5663126948626918,1,1,1,1,1,1,1,0,0.8437093489308467,1.9188896739116021,1.0889285453353879,-0.8908218329174564,1.0,1.8109893181678771,0,0,0,False,True,False,False,False,True,False
0,0,0,1,0.22158255044939748,1,0,0,1,0,1,1,1,1.1376710236396204,0.6483787391499206,1.2276126739670363,-0.36926779862659403,0.5,0.6466313371246558,2,0,1,False,True,True,False,False,False,False
1,1,1,0,0.1808331521338431,1,0,0,1,1,1,0,0,0.8304229455541787,0.4702109945193952,0.9619149473934571,-0.49709047083362196,0.5,0.45241771037994233,2,0,0,False,False,True,False,False,True,False
0,0,1,0,1.3625657032849199,1,0,0,0,1,0,1,0,-0.03817567519547518,0.8626063344142265,0.1412515748467047,-0.618152553424155,0.3333333333333333,0.841328848330115,2,0,0,False,True,False,False,False,True,False
1,0,1,1,-0.5934054158616899,1,0,0,0,0,0,0,0,-1.4797504415639258,-0.854730318072801,-1.3267194159218239,-0.4528956703150101,0.0,-0.8505071844222475,2,0,1,False,False,False,True,False,False,True
0,0,1,0,1.5663126948626918,1,1,1,0,1,0,0,0,0.005005135778695146,1.0459380430294796,0.18619780733426183,-0.6264714520376116,0.5,1.0223676208936185,0,0,0,False,True,False,False,False,False,False
0,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,1,-1.4930368449405937,-1.0028152257029328,-1.6135145150478345,0.49305162563386146,0.0,-1.0036126267518002,2,1,1,False,False,False,True,False,False,True
1,0,0,0,1.0773199150760393,1,1,0,0,1,0,1,0,0.12292196574662131,0.7774998130829455,0.2786341990183219,-0.5444647177195086,0.5,0.7705937380683937,1,0,0,False,True,False,False,False,False,False
1,0,1,1,0.34383074539606057,1,0,0,1,0,1,1,1,0.9931813869183589,0.6795163432620881,1.056443068047475,-0.2696399494536439,0.5,0.6991547958637697,2,0,1,False,False,True,False,False,False,False
0,0,1,0,-0.5934054158616899,1,0,1,0,0,0,0,0,-0.27234853470924436,-0.5393329773374863,-0.09075783124816268,-0.6136040358372356,0.16666666666666666,-0.562683909271475,2,0,1,False,True,False,False,True,False,False
1,0,0,1,-0.8379018057550162,1,0,1,1,0,1,1,1,1.33862787471172,-0.4509962317263971,1.2693967323848498,0.17052458750567592,0.6666666666666666,-0.45658124387889326,2,0,1,False,True,True,False,False,True,False
0,0,1,1,-0.38965842428391806,1,0,0,0,0,0,0,1,-0.5530238060413504,-0.5426291245617807,-0.4865667858606565,-0.20128043537585452,0.0,-0.5232473257207082,1,0,1,False,True,False,False,True,False,False
0,0,0,0,-1.2861451872261143,1,1,0,0,0,0,0,0,-0.45669738156050926,-0.9891032532498684,-1.1030442110037,2.2572723493667257,0.16666666666666666,-0.9898879038651975,2,1,0,False,False,False,False,False,False,True
0,1,1,0,0.058584957187179994,1,0,0,1,0,1,0,1,0.6709861050341659,0.2516544592338493,0.7458446379341743,-0.2931736630150379,0.3333333333333333,0.2618552118390367,2,0,1,False,False,True,False,True,False,False
0,0,1,0,0.9143223218138218,1,0,0,0,0,0,0,0,-1.3053663972451615,-0.37716253390220306,-1.0979897603054607,-0.6496730727684296,0.0,-0.39064098872819664,0,0,1,False,True,False,True,False,False,False
0,0,1,0,1.607062093178246,1,1,1,1,0,1,0,1,1.0944902126654503,2.114988459442289,1.2474254483249132,-0.5847605125985287,0.6666666666666666,2.0898827255430716,0,0,0,False,True,True,False,True,False,False
0,0,0,0,0.9958211184449305,1,0,1,0,1,0,0,1,-0.34376295285883346,0.3660307679168642,-0.1730212526686497,-0.5724417590741663,0.3333333333333333,0.35786228780060775,1,0,0,False,False,False,False,False,False,True
0,1,0,0,-0.9601500007016792,1,0,0,0,1,0,0,0,-0.5247901988659314,-0.8147810137143531,-0.47591835350332573,-0.14195474383793513,0.16666666666666666,-0.8176470305879777,2,1,0,False,False,False,False,False,False,True
1,0,1,0,0.832823525182713,1,1,1,1,1,1,1,0,1.5113511186084008,1.552995357700098,1.5945889514232656,-0.36528866831427953,1.0,1.5638123377197353,1,0,0,False,False,True,False,False,True,False
0,0,0,0,-0.5526560175461356,1,0,0,0,0,0,0,0,-1.5063232483172613,-0.8542249088317424,-1.3555797604563031,-0.443625178489052,0.0,-0.848197735859598,0,0,1,False,False,False,True,False,False,True
0,0,0,0,0.9550717201293761,1,1,0,0,1,1,1,1,1.3402886751338035,1.534954445225793,1.3849100910926466,-0.22304302654032315,0.6666666666666666,1.5827718106816764,2,0,0,False,True,True,False,False,False,True
0,1,0,0,-0.5119066192305812,1,1,0,0,1,0,0,0,-0.3653533583459185,-0.5475733453982223,-0.296240909183029,-0.2200952893243947,0.3333333333333333,-0.5373459593269779,1,0,0,False,False,False,False,False,False,True
0,0,0,0,-0.38965842428391806,1,0,0,0,0,0,0,0,-1.4797504415639258,-0.8001900686681434,-1.2856082433528175,-0.5949787298947669,0.0,-0.805527924321122,1,0,1,False,False,False,True,False,False,True
1,0,1,0,-1.2453957889105598,1,0,0,1,1,1,1,1,1.308733467114218,-0.9049196531413899,0.7067802590502109,2.0131841188930015,0.6666666666666666,-0.9205824522374974,2,1,0,False,True,True,False,False,True,False
0,1,0,0,-1.2046463905950056,1,0,1,0,0,0,0,1,0.5431044725337385,-0.9089189784402005,-0.029747674295519746,1.951926454874499,0.16666666666666666,-0.9050761547454222,2,1,1,False,True,True,False,False,True,False
0,0,0,0,0.09933435550273437,1,0,0,0,0,0,0,1,-1.3086879980893285,-0.6155399011631724,-1.1223595492532332,-0.5767585016225966,0.0,-0.6182866327607883,2,0,1,False,True,False,True,False,True,False
0,1,0,0,0.7105753302360499,1,0,0,0,0,1,1,1,1.0197541936716943,1.1052467187519497,1.1489183768440934,-0.4987681634657062,0.3333333333333333,1.092464883457084,2,0,1,False,True,True,False,False,True,False
1,0,0,0,1.3625657032849199,1,1,1,1,1,0,1,1,1.2655526561400472,1.8867851999469751,1.2794069485019388,-0.11287177113422629,0.8333333333333334,1.9808767533860157,2,0,0,False,True,True,False,False,False,False
0,0,1,1,-1.163896992279451,1,0,0,0,0,0,0,0,-1.3585120107518325,-0.9795004776697575,-1.463154832542527,0.4314169913752456,0.0,-0.970026646226412,1,1,1,False,True,False,True,True,False,False
1,0,1,0,1.5663126948626918,1,1,1,1,1,1,1,0,0.6892549096770839,1.723647886659232,0.8870264508093842,-0.7189076963321976,1.0,1.665757995699548,0,0,0,False,True,False,False,True,False,False
1,0,0,0,-1.0008993990172337,1,0,0,0,0,0,0,0,-1.4863936432522598,-0.9348706442528115,-1.3065597043717228,-0.545187244013061,0.0,-0.9411695365674013,0,1,1,False,False,False,True,False,False,True
0,0,1,1,1.4848138982315828,1,1,1,0,1,1,1,0,0.5198532666245703,1.4242478471191595,0.6493835140884717,-0.4743617162811918,0.8333333333333334,1.435516971377503,0,0,0,False,False,False,False,False,False,False
1,1,0,0,-0.30815962765280935,1,0,1,0,0,0,1,1,0.8204581430216781,-0.05022867788185813,0.8115969959547367,-0.011508541903151023,0.3333333333333333,-0.02596806331173579,2,0,1,False,True,True,False,False,True,False
0,0,0,0,-0.5119066192305812,1,1,0,0,1,0,0,0,-0.1926301144492377,-0.48811084947195177,-0.08541480375820787,-0.3606513359954193,0.3333333333333333,-0.4915968830383025,2,0,0,False,True,False,False,False,False,False
0,0,1,0,0.9143223218138218,1,0,0,1,1,1,1,1,1.3004294650038004,1.5123648495819626,1.4142767520655926,-0.4602455271112145,0.6666666666666666,1.5073958085464407,1,0,0,False,True,True,False,False,True,False
0,1,0,0,-0.5119066192305812,1,0,0,1,0,1,1,1,1.1144198177304518,-0.2017415786252564,0.9299162405493561,0.58042794200311,0.5,-0.1453995461230375,2,0,1,False,True,True,False,False,True,False
0,0,1,0,0.3845801437116149,1,1,0,0,1,1,1,0,0.5132100649362364,0.4720348626501714,0.627460012541266,-0.4212107910143753,0.6666666666666666,0.4739285741349061,1,0,0,False,True,False,False,True,False,False
0,0,1,0,1.2810669066538112,1,0,1,0,1,1,1,1,1.3369670742896367,1.987163870084153,1.493495209549787,-0.6096298232653454,0.6666666666666666,1.9506999588340623,0,0,0,False,True,True,False,False,True,False
1,0,1,1,0.3845801437116149,1,0,0,0,0,1,0,1,0.430170043832063,0.4755947016524093,0.6336240099514587,-0.7252416730410873,0.16666666666666666,0.4277396028819165,2,0,1,False,False,True,False,True,False,False
0,0,1,1,-0.5526560175461356,1,1,0,0,0,0,0,1,-0.5330942009763487,-0.5916538209444525,-0.37807821189486657,-0.5083698172286072,0.16666666666666666,-0.6033082092258901,1,0,0,False,False,False,False,False,False,False
1,0,1,1,-0.38965842428391806,1,0,0,0,0,0,0,1,-1.5063232483172613,-0.8131768887318632,-1.3258977665486085,-0.5462082050800364,0.0,-0.8136219916645029,0,0,1,False,False,False,True,False,False,True
0,0,0,0,-0.06366323775948311,1,0,0,0,0,0,0,0,-1.4797504415639258,-0.7309929512727901,-1.288590758817819,-0.5846709498916532,0.0,-0.733561108159321,0,0,1,False,False,False,True,False,False,True
1,0,0,0,0.6290765336049412,1,0,0,0,0,0,0,0,-1.326956802732247,-0.4967687295144317,-1.1592233244622463,-0.5115548310940591,0.0,-0.48350281569492143,1,0,1,False,True,False,True,True,False,False
0,0,1,1,1.5255632965471373,1,1,1,0,0,1,1,1,1.363539881042972,2.3082745326749112,1.5399508150384609,-0.6797107555203595,0.6666666666666666,2.253127746800066,2,0,0,False,True,True,False,False,True,False
1,0,1,1,-0.022913839443928746,1,0,0,1,0,0,1,1,0.8652997544179315,0.2868353372744847,0.9880942164265142,-0.468822212038481,0.3333333333333333,0.26924544723951493,2,0,1,False,True,True,False,False,False,False
1,0,1,1,-0.9194006023861249,1,0,0,0,0,0,0,0,-1.4897152440964267,-0.9145883516659867,-1.2847282076208066,-0.6319475159422967,0.0,-0.923793685476991,0,1,1,False,False,False,True,False,False,True
0,0,1,0,0.9958211184449305,1,1,1,0,1,0,0,1,-0.17436130980631964,0.5046667201706858,0.004949412020477677,-0.6107562343409119,0.5,0.48573975392674196,0,0,0,False,False,False,False,False,True,False
0,0,0,0,-1.1231475939638966,1,1,0,0,1,0,0,1,-0.30722534357299713,-0.894306059079162,-0.4856805526939133,0.6325306144759895,0.3333333333333333,-0.88981179948372,2,1,0,False,False,False,False,False,False,True
1,0,0,1,-1.2453957889105598,1,0,1,0,0,0,0,0,-0.44673257902800856,-0.964953481253205,-0.7831822095914298,1.1857344418430789,0.16666666666666666,-0.967079349965507,2,1,1,False,False,False,False,False,False,True
0,1,0,0,1.3218163049693654,1,1,0,1,1,1,1,1,1.4631879063679802,2.1123295673480245,1.5826513149208092,-0.4880134242624596,0.8333333333333334,2.1056529600137344,0,0,0,False,True,True,False,False,True,False
0,0,0,0,1.2810669066538112,1,1,0,1,1,0,1,0,1.1376710236396204,1.8667665991380935,1.3555826456514728,-0.8115408834124843,0.6666666666666666,1.7817802925374147,0,0,0,False,True,True,False,True,False,False
0,0,0,1,0.6290765336049412,1,1,1,1,0,0,0,1,-0.019906870552556882,0.32236780435237805,0.0854654199028244,-0.36315164881249967,0.5,0.34737079290171463,1,0,0,False,True,False,False,False,False,False
0,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,1,0.15281637334412346,-0.9810386797077615,-0.8028156828238966,3.2948829352801248,0.0,-0.9818158312700322,2,1,1,False,False,True,False,False,True,False
1,0,0,0,-1.163896992279451,0,1,1,0,0,0,0,1,-1.0412991301338903,-0.9510437399666827,-1.0393990352751203,0.046907346459108046,0.3333333333333333,-0.9532226585896101,2,1,0,True,False,False,False,False,True,False
0,0,0,0,0.506828338658278,1,1,0,1,0,1,1,1,0.36373802694872426,0.4271633117701107,0.38728579246294464,-0.10006187715397812,0.6666666666666666,0.49101849349851223,2,0,0,False,False,False,False,False,True,False
1,0,0,0,-0.38965842428391806,1,1,0,0,0,0,0,0,-0.3520669549692508,-0.4625986699559133,-0.23828515560842123,-0.37515795862837253,0.16666666666666666,-0.4620359414363891,2,0,0,False,True,False,False,False,True,False
0,0,0,0,-1.041648797332788,1,0,0,0,0,1,1,0,0.9965029877625257,-0.7235436585458848,0.7396390580017697,0.8365657569376163,0.3333333333333333,-0.7199023695173654,2,1,1,False,True,True,False,False,False,True
1,0,1,1,-0.1044126360750375,1,0,0,0,0,0,0,1,-1.3252960023101632,-0.66463052049033,-1.108137302850294,-0.6824571061792529,0.0,-0.681191612657717,0,0,1,False,True,False,True,False,False,True
0,1,1,1,1.607062093178246,1,1,1,1,1,1,1,1,1.685735162927165,2.6796844019084016,1.8233854884252896,-0.5622972174684568,1.0,2.6536521118081327,0,0,0,False,True,True,False,True,False,False
0,1,1,1,1.5663126948626918,1,1,1,1,0,0,0,1,0.7208101176966699,1.7041127207765807,0.8668248793931078,-0.5416531480119932,0.5,1.6954289110425398,1,0,0,False,False,True,False,False,False,False
0,0,1,1,-0.022913839443928746,1,1,1,0,0,0,1,1,0.8569957523075141,0.3173137119417933,1.0568609522180072,-0.7347575814278942,0.5,0.26572628752500144,1,0,0,False,False,True,False,False,True,False
0,0,0,0,1.0365705167604848,1,0,0,0,0,0,0,1,-1.522931252538096,-0.556538865848303,-1.3672503073629183,-0.45983649614547384,0.0,-0.5238411839225324,0,0,1,False,False,False,True,False,False,False
0,0,0,0,-1.163896992279451,1,0,0,0,0,1,0,1,-0.28563493808591206,-0.9084135691991421,-0.4045834007586967,0.4257624377735374,0.16666666666666666,-0.9131922168370191,2,1,1,False,False,False,False,False,True,False
1,0,0,0,1.5255632965471373,0,1,0,1,1,1,1,1,-0.2208637216246567,0.8404781993817968,0.0007049487992043193,-0.7544145763429226,0.8333333333333334,0.7843184609549962,0,0,0,True,False,False,False,False,False,False
1,0,0,1,1.1995681100227022,1,0,0,0,0,0,0,0,-1.295401594712661,-0.29144073175572066,-1.09040970739577,-0.6419429389756186,0.0,-0.30332183831183057,0,0,1,False,True,False,True,False,False,False
0,0,0,0,-0.1044126360750375,1,1,1,1,1,0,0,1,0.9965029877625257,0.24196378639442398,1.069330990568736,-0.302872395045249,0.6666666666666666,0.24126812750913268,2,0,0,False,True,True,False,True,False,False
1,0,1,0,1.5663126948626918,0,1,1,1,1,1,1,0,0.05981154970744932,1.0491902416241166,0.18956094858241576,-0.4514944322514289,1.0,1.0739013159630255,1,0,0,True,False,False,False,False,False,False
0,0,0,0,-0.6749042124927986,1,0,0,0,0,0,0,0,-1.5295744542264298,-0.868002804229293,-1.3125160467412675,-0.6716201059179153,0.0,-0.8790563676062382,0,0,1,False,False,False,True,True,False,False
1,1,0,0,-1.2861451872261143,0,0,0,0,0,0,0,0,-1.320313601043913,-1.0005298969607554,-1.5284361310404786,0.7870884129226721,0.0,-1.0013251729373664,2,1,1,True,False,False,False,False,True,False
1,0,0,0,-1.2046463905950056,1,0,1,0,0,1,1,1,0.9998245886066923,-0.876528838382801,0.5731635662181455,1.4232256931148108,0.5,-0.8869304874674622,2,1,1,False,False,True,False,False,True,False
0,0,1,1,-1.2861451872261143,1,0,0,0,0,1,1,1,0.8337445463983455,-0.9720292106280235,-0.4674105151025902,4.454066423630244,0.3333333333333333,-0.9727979845015914,2,1,1,False,False,True,False,False,True,False
1,0,1,1,0.1808331521338431,1,0,1,1,0,0,1,1,1.0014853890287763,0.5410122368972383,1.100640935891281,-0.39411807366567714,0.5,0.5362396958300107,2,0,1,False,True,True,False,False,True,False
0,0,1,0,-0.6341548141772443,1,1,1,1,0,0,0,0,0.8370661472425127,-0.3725479277881909,0.7019627864515037,0.42394041494632073,0.5,-0.3378975825069256,2,0,0,False,True,True,False,True,False,False
0,1,1,1,1.607062093178246,1,1,1,1,1,1,1,1,1.6591623561738296,2.5905785552783103,1.732502230482764,-0.3386712414666662,1.0,2.6283141618636354,0,0,0,False,True,True,False,False,False,False
1,0,0,0,-0.1044126360750375,1,1,0,1,0,1,1,1,0.47501165522831645,0.05505026446210413,0.6204000139145375,-0.5268656796548397,0.6666666666666666,0.0340775993171507,1,0,0,False,True,False,False,True,False,False
0,0,1,1,0.7920741268671586,1,0,0,0,0,0,0,0,-1.3037055968230782,-0.4201442937070018,-1.1106228551523958,-0.6003576684624288,0.0,-0.4234131635696035,0,0,1,False,True,False,True,False,False,True
0,0,1,1,-0.06366323775948311,1,1,1,0,1,0,1,1,0.3404868210395556,0.01874869636520877,0.4558740151887742,-0.41627127544078996,0.6666666666666666,0.013732457217619566,1,0,0,False,True,False,False,False,False,False
1,0,0,0,-1.0823981956483424,0,1,0,0,0,0,0,0,-1.1808063655889014,-0.9406718633675697,-1.1868370699779776,0.08148090276669372,0.16666666666666666,-0.9347030805919829,2,1,0,True,False,False,False,False,False,False
1,0,1,1,-1.1231475939638966,1,0,0,0,1,1,0,1,0.6892549096770839,-0.8046508545783551,0.6268829304792002,0.18016632633935845,0.3333333333333333,-0.8238275548365921,2,1,0,False,False,True,False,False,True,False
0,0,1,1,-0.8379018057550162,1,0,0,0,0,0,0,1,-1.3153311997776624,-0.8740677151219947,-1.1537010890554171,-0.4910581838941479,0.0,-0.8783525356633355,0,0,1,False,True,False,True,False,False,False
0,0,1,0,0.3845801437116149,0,1,0,0,0,1,0,1,-0.8253950752630393,-0.29700023340736387,-0.7041536748940782,-0.3766318684334689,0.3333333333333333,-0.2706376424632865,2,0,0,True,False,False,False,False,False,False
0,1,0,0,-0.5934054158616899,1,0,0,0,0,1,1,1,1.011450191561277,-0.24140521689093206,1.076744932285976,-0.2776045086620644,0.3333333333333333,-0.25664898259809527,2,0,1,False,True,True,False,False,True,False
1,0,0,1,0.26233194876495186,0,0,0,1,0,0,0,0,-1.1592159601018164,-0.5144360786366495,-1.0160842858115662,-0.4351433480864898,0.16666666666666666,-0.49603982217787573,2,0,1,True,False,False,False,True,False,False
0,0,1,1,0.6698259319204956,1,0,0,0,0,1,0,0,0.6477348991249973,0.8583213430226438,0.8430256557984008,-0.7082017415129654,0.16666666666666666,0.8089525789565907,2,0,1,False,True,True,False,False,True,False
0,0,1,1,-1.041648797332788,1,1,0,1,1,0,1,1,0.21094438811704486,-0.7849618684919033,0.16801866545234817,0.13752156792647666,0.6666666666666666,-0.7927269808595792,2,1,0,False,False,False,False,True,False,False
0,0,1,1,1.607062093178246,1,0,1,1,1,1,1,0,1.5246375219850687,2.470313130221223,1.6098378480612,-0.37275348235367334,0.8333333333333334,2.5000407902696193,0,0,0,False,True,True,False,True,False,False
1,0,1,0,-1.2046463905950056,1,0,0,0,0,0,0,1,0.3238788168187209,-0.9107648208858053,-0.0641062524523364,1.3242710050849225,0.0,-0.9137860750388432,2,1,1,False,True,True,False,True,False,False
1,0,0,0,0.9550717201293761,1,0,0,0,0,0,0,1,-1.5096448491614283,-0.5367400081877082,-1.3212369694490154,-0.5736253498462118,0.0,-0.530835513855128,0,0,1,False,False,False,True,False,False,False
1,1,0,0,-1.0008993990172337,1,0,0,1,0,0,0,1,0.30062761090955226,-0.7478692250611773,0.24048526977912646,0.1924178591430574,0.16666666666666666,-0.7518387439265753,2,1,1,False,False,True,False,False,False,False
0,1,1,0,-1.2861451872261143,1,0,0,0,0,0,0,1,0.28401960668871756,-0.9793027088362997,-0.7381888334336936,3.5182378025475867,0.0,-0.9800782461609912,2,1,1,False,True,True,False,False,True,False
1,0,0,0,-1.163896992279451,1,1,1,0,1,0,0,1,-0.1527709043192346,-0.8920207303369846,-0.16047388356836076,0.03446732853535154,0.5,-0.9061538974079921,2,1,0,False,False,False,False,False,False,True
0,0,1,0,1.4440644999160286,1,0,1,1,1,1,1,1,1.4947431143875662,2.333676840616807,1.6682750731846225,-0.67649854431939,0.8333333333333334,2.277981812283817,0,0,0,False,True,True,False,False,False,False
0,0,1,1,1.5663126948626918,1,1,1,1,1,1,1,1,1.6276071481542436,2.5815690861985723,1.7742140225014738,-0.5902666018933427,1.0,2.548077320372728,0,0,0,False,True,True,False,False,False,False
1,0,1,1,0.6290765336049412,1,0,0,0,0,0,1,1,0.5663556784429072,0.7594808749234696,0.7496644837467493,-0.6626121915968272,0.16666666666666666,0.7200498066686934,1,0,1,False,True,True,False,False,False,True
0,0,1,1,-0.7564030091239073,1,1,1,0,0,1,0,1,0.014969938311195861,-0.599564574282759,0.10381448111089976,-0.3078216494880337,0.5,-0.6093567649852102,2,0,0,False,False,False,False,False,True,False
1,0,1,0,-0.7971524074394618,1,0,1,1,0,1,0,0,0.9666085801650229,-0.47738738383558077,0.8996869246200025,0.18164728085409082,0.5,-0.47430901094075495,2,0,1,False,True,True,False,False,True,False
1,0,1,0,-0.06366323775948311,1,0,1,0,0,0,1,1,0.6261444936379119,0.16362535403036096,0.7929664345159957,-0.6087028026989129,0.3333333333333333,0.13100845470378172,2,0,1,False,False,True,False,False,False,False
1,1,1,0,-0.022913839443928746,1,0,0,1,0,0,0,0,0.47501165522831645,0.11785285624232635,0.6068280316849256,-0.4799599691327537,0.16666666666666666,0.10384494065738069,2,0,1,False,True,True,False,False,False,True
0,0,1,0,0.7920741268671586,1,0,1,0,1,0,1,1,1.0180933932496108,1.2246551455307204,1.2000455488151605,-0.6811217642453126,0.5,1.1755170527196026,2,0,0,False,True,True,False,True,False,False
0,0,1,1,-1.2453957889105598,1,0,0,0,0,0,0,1,-0.6809054385417775,-0.972051184942852,-0.9593380944271728,0.9972493217861492,0.0,-0.973281868962337,2,1,1,False,False,False,False,False,True,False
1,1,0,0,-0.1859114327061462,1,0,0,1,1,1,1,1,1.2721958578283812,0.25877413723832526,1.320138237476362,-0.2310237122951828,0.6666666666666666,0.25991967399605426,2,0,0,False,True,True,False,False,True,False
1,0,1,1,-1.2861451872261143,1,0,0,0,0,0,0,0,-1.4930368449405937,-1.0028152257029328,-1.6135145150478345,0.49305162563386146,0.0,-1.0036126267518002,2,1,1,False,False,False,True,False,False,True
1,0,0,0,0.7513247285516043,1,0,1,1,1,1,1,1,1.5445671270500703,1.4948732949783736,1.647372556009245,-0.434621389292486,0.8333333333333334,1.4890301937863235,1,0,0,False,True,True,False,False,True,False
1,1,1,0,0.9143223218138218,1,0,1,1,0,0,0,1,0.6792901071445833,1.1307369239531595,0.9068741782140306,-0.8214301384203059,0.3333333333333333,1.0549638377492996,2,0,1,False,True,True,False,False,True,False
1,0,0,0,1.0773199150760393,1,1,1,1,0,0,1,1,1.1443142253279543,1.4599121600860245,1.1254640757325631,0.006383045646869609,0.6666666666666666,1.568673177075407,2,0,0,False,True,True,False,False,False,False
